order_item_id,order_id,product_id,quantity,unit_price_at_buy,unit_cost_at_sale,discount_amount_applied,promo_id
101,ORD00043,PRD0158,2,219.1,173.24,0.0,
102,ORD00043,PRD0062,1,405.67,291.69,0.0,
103,ORD00043,PRD0352,2,26.03,19.19,0.0,
104,ORD00043,PRD0357,3,475.02,371.66,0.0,
105,ORD00044,PRD0365,1,493.89,372.4,0.0,
106,ORD00045,PRD0134,1,315.35,241.66,189.21,P1
107,ORD00045,PRD0232,3,46.3,35.32,0.0,
108,ORD00045,PRD0128,1,366.99,268.4,0.0,
109,ORD00046,PRD0032,1,84.89,60.78,0.0,
110,ORD00047,PRD0299,3,46.67,36.32,0.0,
111,ORD00048,PRD0102,3,257.65,186.83,0.0,
112,ORD00049,PRD0022,2,117.61,86.14,0.0,
113,ORD00050,PRD0255,1,29.53,21.95,0.0,
114,ORD00050,PRD0219,1,160.25,115.87,0.0,
115,ORD00050,PRD0466,1,55.79,42.79,0.0,
116,ORD00050,PRD0229,1,240.0,178.57,144.0,P1
117,ORD00051,PRD0452,3,491.37,348.1,0.0,
118,ORD00051,PRD0045,2,465.26,366.57,0.0,
119,ORD00051,PRD0215,1,55.6,40.15,0.0,
120,ORD00051,PRD0409,3,302.15,238.2,0.0,
121,ORD00052,PRD0246,3,462.72,360.36,0.0,
122,ORD00052,PRD0177,3,271.72,214.85,0.0,
123,ORD00052,PRD0199,2,334.15,236.21,20.0,P3
124,ORD00053,PRD0030,2,498.69,355.98,0.0,
125,ORD00053,PRD0393,3,435.37,336.15,0.0,
126,ORD00053,PRD0499,1,126.44,90.05,75.86,P1
127,ORD00054,PRD0182,1,146.35,116.37,0.0,
128,ORD00054,PRD0304,2,125.04,96.09,0.0,
129,ORD00054,PRD0358,2,334.76,255.81,0.0,
130,ORD00054,PRD0015,3,355.24,250.3,0.0,
131,ORD00055,PRD0429,2,223.99,159.16,0.0,
132,ORD00055,PRD0090,2,234.04,185.57,280.85,P1
133,ORD00056,PRD0001,2,22.26,16.19,0.0,
134,ORD00056,PRD0104,1,31.6,23.17,18.96,P1
135,ORD00056,PRD0411,2,143.33,109.82,0.0,
136,ORD00056,PRD0076,3,217.27,172.89,0.0,
137,ORD00057,PRD0492,1,23.81,18.88,0.0,
138,ORD00057,PRD0483,3,77.82,56.42,0.0,
139,ORD00057,PRD0052,2,465.17,360.75,0.0,
140,ORD00058,PRD0406,3,54.96,41.39,0.0,
141,ORD00058,PRD0333,2,135.92,106.35,0.0,
142,ORD00058,PRD0496,3,12.57,8.9,0.0,
143,ORD00058,PRD0476,3,31.41,23.13,0.0,
144,ORD00059,PRD0376,3,218.87,155.57,0.0,
145,ORD00059,PRD0091,3,14.56,11.1,0.0,
146,ORD00059,PRD0360,3,129.35,92.17,0.0,
147,ORD00060,PRD0472,3,28.5,20.91,0.0,
148,ORD00060,PRD0290,1,490.58,355.12,0.0,
149,ORD00060,PRD0073,2,433.68,342.71,0.0,
150,ORD00061,PRD0326,1,342.1,264.13,0.0,
151,ORD00061,PRD0344,3,321.35,239.86,0.0,
152,ORD00062,PRD0108,1,277.34,217.28,0.0,
153,ORD00062,PRD0180,2,137.48,100.74,0.0,
154,ORD00062,PRD0369,1,35.68,27.62,21.41,P1
155,ORD00063,PRD0452,2,491.37,348.1,589.64,P1
156,ORD00063,PRD0425,2,208.17,159.04,83.27,P2
157,ORD00063,PRD0084,2,207.85,165.07,83.14,P2
158,ORD00063,PRD0151,1,129.55,99.18,25.91,P2
159,ORD00064,PRD0083,3,43.58,30.8,0.0,
160,ORD00064,PRD0483,1,77.82,56.42,0.0,
161,ORD00064,PRD0315,2,451.59,346.71,0.0,
162,ORD00064,PRD0221,3,103.86,80.37,0.0,
163,ORD00065,PRD0052,2,465.17,360.75,0.0,
164,ORD00066,PRD0339,2,272.92,203.46,0.0,
165,ORD00066,PRD0050,1,473.96,339.6,0.0,
166,ORD00066,PRD0282,2,259.04,204.11,0.0,
167,ORD00067,PRD0151,3,129.55,99.18,77.73,P2
168,ORD00068,PRD0088,3,338.17,247.34,0.0,
169,ORD00068,PRD0042,2,84.89,65.9,0.0,
170,ORD00069,PRD0459,3,149.23,115.26,0.0,
171,ORD00069,PRD0329,3,188.78,134.63,0.0,
172,ORD00069,PRD0190,2,385.78,276.52,0.0,
173,ORD00069,PRD0229,1,240.0,178.57,0.0,
174,ORD00070,PRD0289,1,194.83,154.56,0.0,
175,ORD00070,PRD0357,3,475.02,371.66,0.0,
176,ORD00070,PRD0343,2,458.48,331.09,0.0,
177,ORD00071,PRD0431,2,436.56,338.15,0.0,
178,ORD00072,PRD0244,2,152.72,110.44,61.09,P2
179,ORD00072,PRD0258,3,297.69,209.0,0.0,
180,ORD00073,PRD0089,1,203.94,156.46,0.0,
181,ORD00073,PRD0414,1,64.34,49.4,0.0,
182,ORD00073,PRD0217,1,281.2,206.51,0.0,
183,ORD00073,PRD0223,1,302.43,241.35,0.0,
184,ORD00074,PRD0164,3,49.48,35.38,0.0,
185,ORD00074,PRD0035,1,431.78,302.74,0.0,
186,ORD00074,PRD0204,3,389.57,290.81,0.0,
187,ORD00075,PRD0058,2,122.18,96.59,0.0,
188,ORD00075,PRD0291,3,124.45,96.77,0.0,
189,ORD00075,PRD0494,1,459.52,343.37,0.0,
190,ORD00075,PRD0289,1,194.83,154.56,0.0,
191,ORD00076,PRD0197,3,404.71,315.52,0.0,
192,ORD00076,PRD0312,2,313.66,227.12,0.0,
193,ORD00076,PRD0142,2,226.66,163.51,0.0,
194,ORD00077,PRD0456,2,389.49,299.09,0.0,
195,ORD00077,PRD0026,3,203.86,161.35,0.0,
196,ORD00077,PRD0138,2,341.89,270.19,0.0,
197,ORD00077,PRD0419,2,170.78,119.68,0.0,
198,ORD00078,PRD0498,1,268.61,191.01,0.0,
199,ORD00079,PRD0374,2,157.8,120.61,0.0,
200,ORD00079,PRD0046,1,127.33,92.2,0.0,
201,ORD00079,PRD0468,2,476.07,349.52,0.0,
202,ORD00080,PRD0034,2,498.1,375.03,0.0,
203,ORD00080,PRD0207,1,289.23,221.79,0.0,
204,ORD00081,PRD0449,1,230.37,179.91,46.07,P2
205,ORD00081,PRD0017,2,434.58,320.73,173.83,P2
206,ORD00082,PRD0422,2,45.32,35.63,0.0,
207,ORD00082,PRD0326,1,342.1,264.13,0.0,
208,ORD00082,PRD0124,2,182.06,136.72,0.0,
209,ORD00083,PRD0177,1,271.72,214.85,0.0,
210,ORD00083,PRD0133,3,188.47,133.25,0.0,
211,ORD00083,PRD0047,2,474.01,335.87,0.0,
212,ORD00084,PRD0439,1,229.96,182.22,0.0,
213,ORD00084,PRD0347,1,66.9,48.4,0.0,
214,ORD00085,PRD0243,1,210.17,161.61,42.03,P2
215,ORD00086,PRD0365,3,493.89,372.4,0.0,
216,ORD00086,PRD0217,2,281.2,206.51,0.0,
217,ORD00086,PRD0236,2,120.59,90.71,0.0,
218,ORD00087,PRD0004,3,55.91,40.44,0.0,
219,ORD00088,PRD0153,3,391.43,282.57,0.0,
220,ORD00088,PRD0033,2,302.24,223.2,0.0,
221,ORD00088,PRD0328,2,161.38,120.08,0.0,
222,ORD00089,PRD0265,1,334.67,247.67,0.0,
223,ORD00089,PRD0413,3,379.92,270.27,227.95,P2
224,ORD00090,PRD0336,2,78.97,62.91,0.0,
225,ORD00091,PRD0378,1,82.68,58.92,16.54,P2
226,ORD00091,PRD0176,3,421.85,334.09,253.11,P2
227,ORD00091,PRD0465,3,408.46,313.29,735.23,P1
228,ORD00091,PRD0088,3,338.17,247.34,0.0,
229,ORD00092,PRD0066,3,131.84,94.8,0.0,
230,ORD00092,PRD0414,3,64.34,49.4,0.0,
231,ORD00092,PRD0094,3,441.62,347.96,0.0,
232,ORD00092,PRD0336,1,78.97,62.91,0.0,
233,ORD00093,PRD0191,2,482.23,372.2,0.0,
234,ORD00093,PRD0238,1,495.12,361.7,0.0,
235,ORD00093,PRD0444,3,258.6,189.05,0.0,
236,ORD00094,PRD0257,1,481.34,377.18,0.0,
237,ORD00094,PRD0196,3,59.93,46.58,0.0,
238,ORD00095,PRD0176,2,421.85,334.09,168.74,P2
239,ORD00095,PRD0074,2,195.7,156.27,78.28,P2
240,ORD00096,PRD0324,1,390.11,282.05,234.07,P1
241,ORD00096,PRD0232,2,46.3,35.32,0.0,
242,ORD00096,PRD0397,1,190.1,147.57,0.0,
243,ORD00097,PRD0315,2,451.59,346.71,0.0,
244,ORD00097,PRD0207,2,289.23,221.79,0.0,
245,ORD00098,PRD0375,2,39.8,29.77,0.0,
246,ORD00098,PRD0457,2,396.72,303.38,0.0,
247,ORD00099,PRD0321,3,20.75,16.25,37.35,P1
248,ORD00100,PRD0197,3,404.71,315.52,0.0,
249,ORD00101,PRD0486,2,149.68,116.2,0.0,
250,ORD00101,PRD0267,3,168.4,134.22,0.0,
251,ORD00101,PRD0223,3,302.43,241.35,0.0,
252,ORD00102,PRD0085,2,130.65,99.22,0.0,
253,ORD00102,PRD0115,3,433.66,345.9,0.0,
254,ORD00103,PRD0064,2,238.84,184.6,0.0,
255,ORD00103,PRD0406,1,54.96,41.39,0.0,
256,ORD00104,PRD0305,1,498.74,386.36,0.0,
257,ORD00105,PRD0214,2,326.49,244.57,130.6,P2
258,ORD00106,PRD0155,2,233.67,182.3,0.0,
259,ORD00107,PRD0215,1,55.6,40.15,0.0,
260,ORD00107,PRD0317,1,156.59,124.68,0.0,
261,ORD00108,PRD0312,1,313.66,227.12,0.0,
262,ORD00108,PRD0426,3,66.43,46.64,0.0,
263,ORD00109,PRD0021,3,90.07,66.47,0.0,
264,ORD00109,PRD0107,3,64.82,51.5,0.0,
265,ORD00110,PRD0344,1,321.35,239.86,0.0,
266,ORD00111,PRD0400,3,340.74,257.49,0.0,
267,ORD00112,PRD0234,2,51.74,37.5,62.09,P1
268,ORD00112,PRD0417,1,13.77,10.05,0.0,
269,ORD00113,PRD0219,3,160.25,115.87,288.45,P1
270,ORD00113,PRD0456,1,389.49,299.09,0.0,
271,ORD00113,PRD0071,3,484.81,384.28,0.0,
272,ORD00114,PRD0450,3,167.55,125.25,0.0,
273,ORD00114,PRD0418,2,386.0,299.7,0.0,
274,ORD00114,PRD0206,2,146.67,109.28,0.0,
275,ORD00115,PRD0410,2,87.13,66.37,0.0,
276,ORD00115,PRD0409,1,302.15,238.2,0.0,
277,ORD00115,PRD0357,3,475.02,371.66,0.0,
278,ORD00115,PRD0483,1,77.82,56.42,0.0,
279,ORD00116,PRD0093,3,257.88,183.93,0.0,
280,ORD00116,PRD0184,3,377.02,265.88,0.0,
281,ORD00116,PRD0351,3,311.67,247.44,0.0,
282,ORD00116,PRD0067,2,78.69,56.53,0.0,
283,ORD00117,PRD0033,2,302.24,223.2,0.0,
284,ORD00118,PRD0266,3,27.98,19.83,0.0,
285,ORD00118,PRD0317,1,156.59,124.68,0.0,
286,ORD00118,PRD0373,1,31.25,24.32,0.0,
287,ORD00119,PRD0006,3,215.56,160.58,0.0,
288,ORD00120,PRD0039,2,486.23,377.41,0.0,
289,ORD00120,PRD0170,2,243.72,193.58,0.0,
290,ORD00121,PRD0041,2,422.42,317.14,0.0,
291,ORD00121,PRD0294,2,252.71,177.83,0.0,
292,ORD00122,PRD0255,3,29.53,21.95,0.0,
293,ORD00123,PRD0286,3,420.36,318.63,756.65,P1
294,ORD00124,PRD0336,3,78.97,62.91,0.0,
295,ORD00124,PRD0175,2,337.75,263.38,0.0,
296,ORD00125,PRD0287,3,433.98,323.17,0.0,
297,ORD00125,PRD0367,3,17.28,13.46,0.0,
298,ORD00125,PRD0232,1,46.3,35.32,0.0,
299,ORD00126,PRD0182,3,146.35,116.37,0.0,
300,ORD00126,PRD0150,3,361.99,267.29,0.0,
301,ORD00126,PRD0360,1,129.35,92.17,77.61,P1
302,ORD00127,PRD0313,1,80.13,59.79,16.03,P2
303,ORD00127,PRD0111,2,450.47,324.79,180.19,P2
304,ORD00127,PRD0367,2,17.28,13.46,6.91,P2
305,ORD00128,PRD0338,3,54.25,40.12,0.0,
306,ORD00128,PRD0069,2,405.93,318.9,20.0,P3
307,ORD00128,PRD0284,2,176.54,137.48,0.0,
308,ORD00128,PRD0248,3,66.24,47.86,0.0,
309,ORD00129,PRD0375,1,39.8,29.77,0.0,
310,ORD00129,PRD0337,3,483.96,377.71,0.0,
311,ORD00130,PRD0141,2,307.26,224.98,0.0,
312,ORD00130,PRD0497,2,115.67,82.7,0.0,
313,ORD00131,PRD0432,3,173.2,124.15,0.0,
314,ORD00131,PRD0161,3,385.25,289.76,0.0,
315,ORD00131,PRD0284,3,176.54,137.48,0.0,
316,ORD00132,PRD0472,3,28.5,20.91,0.0,
317,ORD00132,PRD0364,3,11.39,8.95,0.0,
318,ORD00132,PRD0092,3,498.09,352.31,0.0,
319,ORD00133,PRD0390,2,407.77,308.13,489.32,P1
320,ORD00134,PRD0450,2,167.55,125.25,0.0,
321,ORD00134,PRD0268,1,433.81,339.45,0.0,
322,ORD00134,PRD0075,1,463.99,361.22,0.0,
323,ORD00135,PRD0350,2,443.85,339.76,0.0,
324,ORD00135,PRD0032,3,84.89,60.78,0.0,
325,ORD00135,PRD0105,3,322.19,233.97,0.0,
326,ORD00136,PRD0381,3,232.32,176.69,0.0,
327,ORD00136,PRD0122,3,119.23,91.33,0.0,
328,ORD00137,PRD0475,2,406.43,291.23,0.0,
329,ORD00138,PRD0007,3,406.62,284.9,0.0,
330,ORD00139,PRD0387,3,477.26,366.86,0.0,
331,ORD00139,PRD0309,1,185.65,137.95,0.0,
332,ORD00139,PRD0494,1,459.52,343.37,0.0,
333,ORD00140,PRD0377,3,46.01,32.58,0.0,
334,ORD00140,PRD0021,2,90.07,66.47,0.0,
335,ORD00141,PRD0003,2,52.6,39.04,0.0,
336,ORD00141,PRD0480,1,492.38,367.4,0.0,
337,ORD00141,PRD0476,2,31.41,23.13,0.0,
338,ORD00142,PRD0038,3,223.03,166.24,401.45,P1
339,ORD00142,PRD0095,3,149.64,111.3,269.35,P1
340,ORD00142,PRD0213,3,282.04,204.21,169.22,P2
341,ORD00143,PRD0170,2,243.72,193.58,97.49,P2
342,ORD00143,PRD0288,3,179.11,135.26,30.0,P3
343,ORD00143,PRD0229,1,240.0,178.57,144.0,P1
344,ORD00144,PRD0196,1,59.93,46.58,0.0,
345,ORD00144,PRD0277,3,236.11,168.05,0.0,
346,ORD00144,PRD0467,3,187.3,137.9,0.0,
347,ORD00145,PRD0152,3,447.4,351.68,0.0,
348,ORD00146,PRD0498,3,268.61,191.01,0.0,
349,ORD00146,PRD0321,1,20.75,16.25,12.45,P1
350,ORD00147,PRD0276,3,280.6,199.04,0.0,
351,ORD00147,PRD0380,2,196.64,149.4,0.0,
352,ORD00148,PRD0013,2,48.61,35.45,19.44,P2
353,ORD00148,PRD0045,1,465.26,366.57,93.05,P2
354,ORD00149,PRD0467,2,187.3,137.9,74.92,P2
355,ORD00149,PRD0323,2,456.2,353.33,182.48,P2
356,ORD00150,PRD0329,3,188.78,134.63,0.0,
357,ORD00151,PRD0184,3,377.02,265.88,30.0,P3
358,ORD00152,PRD0196,2,59.93,46.58,0.0,
359,ORD00152,PRD0016,2,388.8,310.47,0.0,
360,ORD00152,PRD0113,1,443.23,328.27,0.0,
361,ORD00152,PRD0408,3,162.7,119.17,292.86,P1
362,ORD00153,PRD0064,1,238.84,184.6,0.0,
363,ORD00153,PRD0306,2,489.39,379.78,0.0,
364,ORD00154,PRD0384,3,445.16,330.03,267.1,P2
365,ORD00154,PRD0109,2,280.74,208.58,112.3,P2
366,ORD00155,PRD0100,1,86.17,62.75,10.0,P3
367,ORD00155,PRD0436,3,95.01,67.96,0.0,
368,ORD00155,PRD0282,1,259.04,204.11,0.0,
369,ORD00156,PRD0372,3,231.48,167.16,0.0,
370,ORD00156,PRD0170,2,243.72,193.58,0.0,
371,ORD00157,PRD0318,1,233.85,170.76,0.0,
372,ORD00157,PRD0163,2,124.9,91.62,0.0,
373,ORD00157,PRD0316,3,46.19,36.7,0.0,
374,ORD00158,PRD0414,2,64.34,49.4,0.0,
375,ORD00158,PRD0087,1,266.16,211.19,0.0,
376,ORD00158,PRD0403,1,461.55,339.29,0.0,
377,ORD00159,PRD0069,3,405.93,318.9,0.0,
378,ORD00159,PRD0450,2,167.55,125.25,0.0,
379,ORD00159,PRD0184,2,377.02,265.88,0.0,
380,ORD00160,PRD0431,2,436.56,338.15,0.0,
381,ORD00161,PRD0373,1,31.25,24.32,6.25,P2
382,ORD00162,PRD0465,1,408.46,313.29,0.0,
383,ORD00162,PRD0279,3,355.65,263.73,0.0,
384,ORD00163,PRD0115,3,433.66,345.9,260.2,P2
385,ORD00163,PRD0069,2,405.93,318.9,162.37,P2
386,ORD00163,PRD0204,2,389.57,290.81,155.83,P2
387,ORD00163,PRD0435,3,125.77,89.88,75.46,P2
388,ORD00164,PRD0377,3,46.01,32.58,0.0,
389,ORD00164,PRD0184,1,377.02,265.88,10.0,P3
390,ORD00165,PRD0120,1,118.99,93.01,0.0,
391,ORD00165,PRD0266,2,27.98,19.83,0.0,
392,ORD00165,PRD0470,2,47.81,37.5,0.0,
393,ORD00166,PRD0428,3,417.69,330.8,250.61,P2
394,ORD00166,PRD0193,3,465.15,352.39,279.09,P2
395,ORD00166,PRD0265,2,334.67,247.67,133.87,P2
396,ORD00167,PRD0455,3,192.7,140.34,346.86,P1
397,ORD00167,PRD0226,1,32.3,22.79,0.0,
398,ORD00167,PRD0264,3,171.6,132.02,0.0,
399,ORD00167,PRD0077,1,334.32,250.29,0.0,
400,ORD00168,PRD0213,2,282.04,204.21,0.0,
401,ORD00168,PRD0247,3,333.98,264.97,0.0,
402,ORD00169,PRD0012,1,272.75,217.47,0.0,
403,ORD00169,PRD0294,4,252.71,177.83,0.0,
404,ORD00169,PRD0323,3,456.2,353.33,0.0,
405,ORD00170,PRD0307,3,227.4,174.96,136.44,P2
406,ORD00170,PRD0485,1,358.59,269.51,71.72,P2
407,ORD00170,PRD0445,2,28.43,20.95,11.37,P2
408,ORD00170,PRD0308,1,32.54,25.37,6.51,P2
409,ORD00171,PRD0473,2,74.21,54.74,0.0,
410,ORD00171,PRD0036,1,344.04,259.3,0.0,
411,ORD00171,PRD0068,1,132.41,104.91,0.0,
412,ORD00172,PRD0091,2,14.56,11.1,0.0,
413,ORD00173,PRD0048,2,409.85,326.98,0.0,
414,ORD00174,PRD0268,2,433.81,339.45,0.0,
415,ORD00174,PRD0023,3,122.23,85.95,0.0,
416,ORD00174,PRD0118,2,140.73,109.59,0.0,
417,ORD00174,PRD0196,2,59.93,46.58,0.0,
418,ORD00175,PRD0131,2,10.83,8.58,0.0,
419,ORD00175,PRD0466,1,55.79,42.79,0.0,
420,ORD00176,PRD0003,3,52.6,39.04,0.0,
421,ORD00176,PRD0004,3,55.91,40.44,0.0,
422,ORD00177,PRD0353,2,227.9,164.91,0.0,
423,ORD00177,PRD0055,1,131.47,92.87,0.0,
424,ORD00178,PRD0290,2,490.58,355.12,0.0,
425,ORD00178,PRD0349,2,215.37,166.75,0.0,
426,ORD00178,PRD0212,3,51.95,40.11,0.0,
427,ORD00178,PRD0248,1,66.24,47.86,0.0,
428,ORD00179,PRD0296,2,438.35,326.15,0.0,
429,ORD00179,PRD0204,3,389.57,290.81,0.0,
430,ORD00179,PRD0443,3,400.2,303.81,720.36,P1
431,ORD00180,PRD0261,2,98.93,75.04,0.0,
432,ORD00180,PRD0411,3,143.33,109.82,0.0,
433,ORD00181,PRD0494,3,459.52,343.37,827.14,P1
434,ORD00181,PRD0075,2,463.99,361.22,0.0,
435,ORD00181,PRD0223,1,302.43,241.35,0.0,
436,ORD00181,PRD0114,2,377.24,298.99,0.0,
437,ORD00182,PRD0365,3,493.89,372.4,0.0,
438,ORD00182,PRD0397,1,190.1,147.57,0.0,
439,ORD00182,PRD0225,1,16.93,12.76,0.0,
440,ORD00183,PRD0402,3,24.19,17.59,0.0,
441,ORD00184,PRD0346,1,473.67,345.99,0.0,
442,ORD00184,PRD0336,1,78.97,62.91,0.0,
443,ORD00185,PRD0343,2,458.48,331.09,0.0,
444,ORD00185,PRD0103,3,55.23,41.0,0.0,
445,ORD00185,PRD0361,1,110.55,86.56,0.0,
446,ORD00186,PRD0178,2,286.55,201.36,0.0,
447,ORD00186,PRD0494,1,459.52,343.37,0.0,
448,ORD00186,PRD0207,3,289.23,221.79,0.0,
449,ORD00187,PRD0287,1,433.98,323.17,0.0,
450,ORD00188,PRD0449,3,230.37,179.91,0.0,
451,ORD00188,PRD0295,2,483.02,354.15,0.0,
452,ORD00188,PRD0495,2,381.83,285.19,0.0,
453,ORD00189,PRD0349,2,215.37,166.75,0.0,
454,ORD00189,PRD0442,1,225.48,168.41,0.0,
455,ORD00189,PRD0133,1,188.47,133.25,0.0,
456,ORD00189,PRD0404,1,436.23,330.07,0.0,
457,ORD00190,PRD0265,3,334.67,247.67,602.41,P1
458,ORD00190,PRD0128,2,366.99,268.4,440.39,P1
459,ORD00190,PRD0421,2,255.13,199.85,0.0,
460,ORD00191,PRD0182,1,146.35,116.37,0.0,
461,ORD00191,PRD0138,1,341.89,270.19,0.0,
462,ORD00191,PRD0350,1,443.85,339.76,0.0,
463,ORD00192,PRD0447,2,311.35,233.73,0.0,
464,ORD00192,PRD0104,1,31.6,23.17,0.0,
465,ORD00193,PRD0472,1,28.5,20.91,5.7,P2
466,ORD00194,PRD0435,2,125.77,89.88,0.0,
467,ORD00195,PRD0252,1,225.19,168.19,0.0,
468,ORD00195,PRD0469,3,104.08,83.26,0.0,
469,ORD00195,PRD0114,3,377.24,298.99,0.0,
470,ORD00196,PRD0258,2,297.69,209.0,119.08,P2
471,ORD00197,PRD0162,3,144.55,102.31,30.0,P3
472,ORD00197,PRD0195,3,300.13,235.02,0.0,
